CMDLINE /home/jaime/anaconda3/bin/python measure_memory_usage.py
MEM 165.609375 1579035396.4629
MEM 165.609375 1579035396.5636
MEM 167.152344 1579035396.6640
MEM 180.937500 1579035396.7643
MEM 190.527344 1579035396.8647
MEM 189.832031 1579035396.9650
MEM 190.859375 1579035397.0654
MEM 190.859375 1579035397.1657
MEM 190.859375 1579035397.2660
MEM 190.859375 1579035397.3663
MEM 190.859375 1579035397.4666
MEM 190.859375 1579035397.5668
MEM 190.859375 1579035397.6672
MEM 190.859375 1579035397.7675
MEM 190.859375 1579035397.8679
MEM 190.859375 1579035397.9682
MEM 190.859375 1579035398.0685
MEM 190.859375 1579035398.1688
MEM 190.859375 1579035398.2692
MEM 190.859375 1579035398.3695
MEM 190.859375 1579035398.4698
MEM 190.859375 1579035398.5702
MEM 190.859375 1579035398.6705
MEM 190.859375 1579035398.7708
MEM 190.859375 1579035398.8711
MEM 190.859375 1579035398.9715
MEM 190.859375 1579035399.0718
MEM 190.859375 1579035399.1721
MEM 190.859375 1579035399.2725
MEM 190.859375 1579035399.3729
MEM 190.859375 1579035399.4732
MEM 190.859375 1579035399.5735
MEM 190.859375 1579035399.6739
MEM 190.859375 1579035399.7742
MEM 190.859375 1579035399.8746
MEM 190.859375 1579035399.9750
MEM 190.859375 1579035400.0753
MEM 190.859375 1579035400.1757
MEM 190.859375 1579035400.2760
MEM 190.859375 1579035400.3764
MEM 190.859375 1579035400.4768
MEM 190.859375 1579035400.5771
MEM 190.859375 1579035400.6774
MEM 190.859375 1579035400.7777
MEM 190.859375 1579035400.8781
MEM 190.859375 1579035400.9784
MEM 190.859375 1579035401.0787
MEM 190.859375 1579035401.1791
MEM 190.859375 1579035401.2795
MEM 190.859375 1579035401.3798
MEM 190.859375 1579035401.4802
MEM 190.859375 1579035401.5806
MEM 190.859375 1579035401.6809
MEM 190.859375 1579035401.7813
MEM 190.859375 1579035401.8817
MEM 190.859375 1579035401.9820
MEM 190.859375 1579035402.0824
MEM 190.859375 1579035402.1828
MEM 190.859375 1579035402.2832
MEM 190.859375 1579035402.3836
MEM 190.859375 1579035402.4839
MEM 190.859375 1579035402.5843
MEM 190.859375 1579035402.6846
MEM 190.859375 1579035402.7850
MEM 190.859375 1579035402.8854
MEM 190.859375 1579035402.9857
MEM 190.859375 1579035403.0860
MEM 190.859375 1579035403.1864
MEM 190.859375 1579035403.2867
MEM 190.859375 1579035403.3871
MEM 190.859375 1579035403.4874
MEM 190.859375 1579035403.5882
MEM 190.859375 1579035403.6886
MEM 190.859375 1579035403.7890
MEM 190.859375 1579035403.8894
MEM 190.859375 1579035403.9897
MEM 190.859375 1579035404.0901
MEM 190.859375 1579035404.1905
MEM 190.859375 1579035404.2908
MEM 190.859375 1579035404.3912
MEM 190.859375 1579035404.4915
MEM 190.859375 1579035404.5919
MEM 190.859375 1579035404.6923
MEM 190.859375 1579035404.7927
MEM 190.859375 1579035404.8931
MEM 190.859375 1579035404.9934
MEM 190.859375 1579035405.0944
MEM 190.859375 1579035405.1948
MEM 190.859375 1579035405.2951
MEM 190.859375 1579035405.3956
MEM 190.859375 1579035405.4959
MEM 190.859375 1579035405.5963
MEM 190.859375 1579035405.6966
MEM 190.859375 1579035405.7969
MEM 190.859375 1579035405.8973
MEM 190.859375 1579035405.9976
MEM 190.859375 1579035406.0980
MEM 190.859375 1579035406.1983
MEM 190.859375 1579035406.2987
MEM 190.859375 1579035406.3991
MEM 190.859375 1579035406.4994
MEM 190.859375 1579035406.5997
MEM 190.859375 1579035406.7001
MEM 190.859375 1579035406.8004
MEM 190.859375 1579035406.9008
MEM 190.859375 1579035407.0011
MEM 190.859375 1579035407.1015
MEM 190.859375 1579035407.2019
MEM 190.859375 1579035407.3023
MEM 190.859375 1579035407.4027
MEM 190.859375 1579035407.5030
MEM 190.859375 1579035407.6033
MEM 190.859375 1579035407.7037
MEM 190.859375 1579035407.8040
MEM 190.859375 1579035407.9044
MEM 190.859375 1579035408.0047
MEM 190.859375 1579035408.1051
MEM 190.859375 1579035408.2054
MEM 190.859375 1579035408.3058
MEM 190.859375 1579035408.4061
MEM 190.859375 1579035408.5064
MEM 190.859375 1579035408.6068
MEM 190.859375 1579035408.7071
MEM 190.859375 1579035408.8075
MEM 190.859375 1579035408.9079
MEM 190.859375 1579035409.0082
MEM 190.859375 1579035409.1085
MEM 190.859375 1579035409.2089
MEM 190.859375 1579035409.3093
MEM 190.859375 1579035409.4097
MEM 190.859375 1579035409.5100
MEM 190.859375 1579035409.6103
MEM 190.859375 1579035409.7107
MEM 190.859375 1579035409.8111
MEM 190.859375 1579035409.9115
MEM 190.859375 1579035410.0118
MEM 190.859375 1579035410.1122
FUNC __main__.create_graph 120.3984 1579035390.9206 153.1758 1579035392.4879 0
FUNC __main__.seq_k_core_decompo 153.1758 1579035393.4896 165.6094 1579035395.5886 0
FUNC __main__.naive_approach 165.6094 1579035396.5894 170.9570 1579035411.3581 0
MEM 190.859375 1579035410.2125
MEM 190.859375 1579035410.3129
MEM 190.859375 1579035410.4133
MEM 190.859375 1579035410.5136
MEM 190.859375 1579035410.6140
MEM 190.859375 1579035410.7143
MEM 190.859375 1579035410.8147
MEM 190.859375 1579035410.9151
MEM 190.859375 1579035411.0155
MEM 190.859375 1579035411.1159
MEM 190.859375 1579035411.2163
MEM 190.859375 1579035411.3166
MEM 163.062500 1579035411.4170
MEM 132.636719 1579035411.5174
